"The Book of Mormon Movie Volume 1:|The Journey","Catch A Fire","0.295974025974026"
"The Book of Mormon Movie Volume 1:|The Journey","Agatha","0.2675324675324675"
"The Book of Mormon Movie Volume 1:|The Journey","One Tough Cop","0.3019480519480519"
"The Book of Mormon Movie Volume 1:|The Journey","Love Is Strange","0.2705194805194805"
"The Book of Mormon Movie Volume 1:|The Journey","Awakenings","0.28168831168831165"
"The Book of Mormon Movie Volume 1:|The Journey","Tinker Tailor Soldier Spy","0.26025974025974025"
"The Book of Mormon Movie Volume 1:|The Journey","Sahara","0.2935064935064935"
"The Book of Mormon Movie Volume 1:|The Journey","Ruby in Paradise","0.27851239669421485"
"The Book of Mormon Movie Volume 1:|The Journey","The Big Easy","0.2607792207792207"
"The Book of Mormon Movie Volume 1:|The Journey","The Young and Prodigious T.S. Spivet","0.2584415584415584"
"The Book of Mormon Movie Volume 1:|The Journey","The White Cliffs of Dover","0.26666666666666666"
"The Book of Mormon Movie Volume 1:|The Journey","The Green Mile","0.2587012987012987"
"The Book of Mormon Movie Volume 1:|The Journey","And So It Goes","0.2523376623376623"
"The Book of Mormon Movie Volume 1:|The Journey","Death and the Maiden","0.2905194805194805"
"The Book of Mormon Movie Volume 1:|The Journey","Youngblood","0.25121212121212116"
"The Book of Mormon Movie Volume 1:|The Journey","The Pledge","0.29168831168831166"
"The Book of Mormon Movie Volume 1:|The Journey","Contagion","0.25506493506493505"
"The Book of Mormon Movie Volume 1:|The Journey","Me and Orson Welles","0.275974025974026"
"The Book of Mormon Movie Volume 1:|The Journey","Fried Green Tomatoes","0.25142857142857145"
"The Book of Mormon Movie Volume 1:|The Journey","High Heels and Low Lifes","0.29818181818181816"
"The Book of Mormon Movie Volume 1:|The Journey","The Bridge on the River Kwai","0.2623376623376623"
"The Book of Mormon Movie Volume 1:|The Journey","An Awfully Big Adventure","0.2624242424242424"
"The Book of Mormon Movie Volume 1:|The Journey","Twice in a Lifetime","0.26415584415584414"
"The Book of Mormon Movie Volume 1:|The Journey","Green Room","0.28259740259740257"
"The Book of Mormon Movie Volume 1:|The Journey","Winter's Bone","0.28714285714285714"
"The Book of Mormon Movie Volume 1:|The Journey","The Man in the Gray Flannel Suit","0.2623376623376623"
"The Book of Mormon Movie Volume 1:|The Journey","The Stone Angel","0.2509090909090909"
"The Book of Mormon Movie Volume 1:|The Journey","October Sky","0.2587012987012987"
"The Book of Mormon Movie Volume 1:|The Journey","Adult Beginners","0.25666666666666665"
"The Book of Mormon Movie Volume 1:|The Journey","Operator 13","0.25656565656565655"
"The Book of Mormon Movie Volume 1:|The Journey","A Lot like Love","0.2510743801652892"
"The Book of Mormon Movie Volume 1:|The Journey","One Good Cop","0.25851239669421483"
"The Book of Mormon Movie Volume 1:|The Journey","Kalifornia","0.2844155844155844"
"The Book of Mormon Movie Volume 1:|The Journey","Starred Up","0.2636363636363636"
"The Book of Mormon Movie Volume 1:|The Journey","Sweet and Lowdown","0.2768831168831169"
"The Book of Mormon Movie Volume 1:|The Journey","Friendly Persuasion","0.2805194805194805"
"The Book of Mormon Movie Volume 1:|The Journey","The Shanghai Gesture","0.28484848484848485"
"The Book of Mormon Movie Volume 1:|The Journey","Nurse Edith Cavell","0.2767676767676768"
"The Book of Mormon Movie Volume 1:|The Journey","Hardball","0.3023140495867768"
"The Book of Mormon Movie Volume 1:|The Journey","Thirty Seconds Over Tokyo","0.2805194805194805"
"The Book of Mormon Movie Volume 1:|The Journey","Dolphin Tale","0.25506493506493505"
"The Book of Mormon Movie Volume 1:|The Journey","Midnight in the Garden of Good and Evil","0.288051948051948"
"The Book of Mormon Movie Volume 1:|The Journey","Proof of Life","0.2777922077922078"
"The Book of Mormon Movie Volume 1:|The Journey","Monument Ave.","0.2621212121212121"
"The Book of Mormon Movie Volume 1:|The Journey","Mother and Child","0.31727272727272726"
"The Book of Mormon Movie Volume 1:|The Journey","Freedom Writers","0.28987012987012983"
"The Book of Mormon Movie Volume 1:|The Journey","Big Wednesday","0.2675324675324675"
"The Book of Mormon Movie Volume 1:|The Journey","The Musketeer","0.2678787878787879"
"The Book of Mormon Movie Volume 1:|The Journey","The Cat's Meow","0.30467532467532465"
"The Book of Mormon Movie Volume 1:|The Journey","Extremely Loud and Incredibly Close","0.26025974025974025"
"The Book of Mormon Movie Volume 1:|The Journey","Romeo & Juliet","0.2584415584415584"
"The Book of Mormon Movie Volume 1:|The Journey","Anna and the King of Siam","0.2623376623376623"
"The Book of Mormon Movie Volume 1:|The Journey","The Brothers Karamazov","0.26666666666666666"
"The Book of Mormon Movie Volume 1:|The Journey","Scandal at Scourie","0.2883116883116883"
"The Book of Mormon Movie Volume 1:|The Journey","The Future","0.27104895104895105"
"The Book of Mormon Movie Volume 1:|The Journey","Stop-Loss","0.27077922077922073"
"The Book of Mormon Movie Volume 1:|The Journey","Amelia","0.2698701298701298"
"The Book of Mormon Movie Volume 1:|The Journey","Beasts of the Southern Wild","0.2853246753246753"
"The Book of Mormon Movie Volume 1:|The Journey","Hurry Sundown","0.25656565656565655"
"The Book of Mormon Movie Volume 1:|The Journey","Captain from Castile","0.2909090909090909"
"The Book of Mormon Movie Volume 1:|The Journey","Celeste and Jesse Forever","0.2918181818181818"
"The Book of Mormon Movie Volume 1:|The Journey","Bugsy","0.2523376623376623"
"The Book of Mormon Movie Volume 1:|The Journey","The Square Jungle","0.2623376623376623"
"The Book of Mormon Movie Volume 1:|The Journey","Unlawful Entry","0.2523376623376623"
"The Book of Mormon Movie Volume 1:|The Journey","Ali","0.29168831168831166"
"The Book of Mormon Movie Volume 1:|The Journey","A Room with a View","0.25207792207792207"
"The Book of Mormon Movie Volume 1:|The Journey","Glengarry Glen Ross","0.27251748251748253"
"The Book of Mormon Movie Volume 1:|The Journey","The Brown Bunny","0.3142857142857143"
"The Book of Mormon Movie Volume 1:|The Journey","Selma","0.2575324675324675"
"The Book of Mormon Movie Volume 1:|The Journey","Blaze","0.2677922077922078"
"The Book of Mormon Movie Volume 1:|The Journey","Turn It Up","0.2922222222222222"
"The Book of Mormon Movie Volume 1:|The Journey","B.F.'s Daughter","0.26666666666666666"
"The Book of Mormon Movie Volume 1:|The Journey","The Illusionist","0.29077922077922075"
"The Book of Mormon Movie Volume 1:|The Journey","Shelter","0.26578512396694215"
"The Book of Mormon Movie Volume 1:|The Journey","Wonder Boys","0.2777922077922078"
"The Book of Mormon Movie Volume 1:|The Journey","Niagara","0.2623376623376623"
"The Book of Mormon Movie Volume 1:|The Journey","Clara's Heart","0.2850649350649351"
"The Book of Mormon Movie Volume 1:|The Journey","Kotch","0.2643356643356643"
"The Book of Mormon Movie Volume 1:|The Journey","Gone Baby Gone","0.2587012987012987"
"The Book of Mormon Movie Volume 1:|The Journey","French Connection II","0.25123966942148757"
"The Book of Mormon Movie Volume 1:|The Journey","Uncle Buck","0.25669421487603306"
"The Book of Mormon Movie Volume 1:|The Journey","Velvet Goldmine","0.3071428571428571"
"The Book of Mormon Movie Volume 1:|The Journey","Queen Christina","0.2623376623376623"
"The Book of Mormon Movie Volume 1:|The Journey","Under Ten Flags","0.26942148760330575"
"The Book of Mormon Movie Volume 1:|The Journey","Wish You Were Here","0.27324675324675324"
"The Book of Mormon Movie Volume 1:|The Journey","I Walk Alone","0.2515151515151515"
"The Book of Mormon Movie Volume 1:|The Journey","Mogambo","0.2805194805194805"
"The Book of Mormon Movie Volume 1:|The Journey","Stuck in Love","0.2685858585858586"
"The Book of Mormon Movie Volume 1:|The Journey","Something New","0.2639393939393939"
"The Book of Mormon Movie Volume 1:|The Journey","Mother's Boys","0.26454545454545453"
"The Book of Mormon Movie Volume 1:|The Journey","The Prisoner of Zenda","0.2623376623376623"
"The Book of Mormon Movie Volume 1:|The Journey","Bandits","0.2787012987012987"
"The Book of Mormon Movie Volume 1:|The Journey","Lantana","0.2657142857142857"
"The Book of Mormon Movie Volume 1:|The Journey","Jarhead","0.30376623376623374"
"The Book of Mormon Movie Volume 1:|The Journey","Requiem for a Dream","0.29077922077922075"
"The Book of Mormon Movie Volume 1:|The Journey","Sabrina","0.25597402597402596"
"The Book of Mormon Movie Volume 1:|The Journey","Super Fly","0.26942148760330575"
"The Book of Mormon Movie Volume 1:|The Journey","Wings for the Eagle","0.2883116883116883"
"The Book of Mormon Movie Volume 1:|The Journey","Strange Days","0.27324675324675324"
"The Book of Mormon Movie Volume 1:|The Journey","New Jersey Drive","0.2624242424242424"
"The Book of Mormon Movie Volume 1:|The Journey","Pandora and the Flying Dutchman","0.2515151515151515"
"The Book of Mormon Movie Volume 1:|The Journey","Killer McCoy","0.26666666666666666"
"The Book of Mormon Movie Volume 1:|The Journey","Moonlight and Valentino","0.2612587412587412"
"The Book of Mormon Movie Volume 1:|The Journey","Lure of the Wilderness","0.2753246753246753"
"The Book of Mormon Movie Volume 1:|The Journey","Undercurrent","0.2727272727272727"
"The Book of Mormon Movie Volume 1:|The Journey","Exodus","0.2805194805194805"
"The Book of Mormon Movie Volume 1:|The Journey","Heaven's Prisoners","0.27415584415584415"
"The Book of Mormon Movie Volume 1:|The Journey","Mr. Lonely","0.27168831168831165"
"The Book of Mormon Movie Volume 1:|The Journey","What's Love Got to Do with It","0.2714285714285714"
"The Book of Mormon Movie Volume 1:|The Journey","The Pride and the Passion","0.2805194805194805"
