"12:01 PM","Dark City","0.2790909090909091"
"12:01 PM","A.I. Artificial Intelligence","0.27636363636363637"
"12:01 PM","2010","0.2581818181818182"
"12:01 PM","Meteor","0.2536363636363636"
"12:01 PM","The Birds","0.2681818181818182"
"12:01 PM","Congo","0.2818181818181818"
"12:01 PM","The Butterfly Effect","0.25090909090909086"
"12:01 PM","They Live","0.28454545454545455"
"12:01 PM","The Core","0.2518181818181818"
"12:01 PM","The Rage: Carrie 2","0.25545454545454543"
"12:01 PM","Demon Seed","0.2518181818181818"
"12:01 PM","Critters 2:|The Main Course","0.2618181818181818"
"12:01 PM","Damnation Alley","0.2518181818181818"
"12:01 PM","Alien","0.2536363636363636"
"12:01 PM","The Fifth Element","0.25727272727272726"
"12:01 PM","The Astronaut's Wife","0.3009090909090909"
"12:01 PM","The Thirteenth Floor","0.25545454545454543"
"12:01 PM","Cocoon","0.25909090909090904"
"12:01 PM","The Running Man","0.26090909090909087"
"12:01 PM","Real Genius","0.25909090909090904"
"12:01 PM","Night of the Comet","0.2581818181818182"
"12:01 PM","The Stepford Wives","0.25090909090909086"
"12:01 PM","Armageddon","0.2790909090909091"
"12:01 PM","Escape from New York","0.25545454545454543"
"12:01 PM","The Matrix","0.25545454545454543"
"12:01 PM","The Cell","0.2545454545454545"
"12:01 PM","RoboCop","0.30181818181818176"
"12:01 PM","Jurassic Park","0.28363636363636363"
"12:01 PM","Batman","0.2627272727272727"
"12:01 PM","D.A.R.Y.L.","0.25909090909090904"
"12:01 PM","The Ice Pirates","0.2581818181818182"
"12:01 PM","Graveyard Shift","0.2636363636363636"
"12:01 PM","Spaced Invaders","0.2636363636363636"
"12:01 PM","Bill & Ted's Excellent Adventure","0.2627272727272727"
"12:01 PM","Solaris","0.2527272727272727"
"12:01 PM","Network","0.25090909090909086"
"12:01 PM","Batteries Not Included","0.26090909090909087"
"12:01 PM","Critters","0.25999999999999995"
"12:01 PM","Wing Commander","0.2781818181818182"
"12:01 PM","Time After Time","0.2536363636363636"
"12:01 PM","Eve of Destruction","0.2627272727272727"
"12:01 PM","Suburban Commando","0.2627272727272727"
"12:01 PM","Ghostbusters II","0.2627272727272727"
"12:01 PM","Steel Dawn","0.26090909090909087"
"12:01 PM","Black Knight","0.2536363636363636"
"12:01 PM","Hollow Man","0.2545454545454545"
"12:01 PM","Mom and Dad Save the World","0.28454545454545455"
"12:01 PM","Until the End of the World","0.2627272727272727"
"12:01 PM","Screamers","0.3045454545454545"
"12:01 PM","Harry and the Hendersons","0.26090909090909087"
"12:01 PM","Species II","0.25636363636363635"
"12:01 PM","Cube","0.25727272727272726"
"12:01 PM","Small Soldiers","0.25636363636363635"
"12:01 PM","Creepshow 2","0.26090909090909087"
"12:01 PM","The Blood of Heroes","0.2636363636363636"
"12:01 PM","Ghostbusters","0.2581818181818182"
"12:01 PM","Disturbing Behavior","0.3009090909090909"
"12:01 PM","Star Wars: Episode I –|The Phantom Menace","0.2781818181818182"
"12:01 PM","Donnie Darko","0.27636363636363637"
"12:01 PM","Double Dragon","0.25999999999999995"
"12:01 PM","Return of the Jedi","0.25727272727272726"
"12:01 PM","The Boys from Brazil","0.2527272727272727"
"12:01 PM","Unbreakable","0.2545454545454545"
"12:01 PM","Atlantis: The Lost Empire","0.2536363636363636"
"12:01 PM","Minority Report","0.29818181818181816"
"12:01 PM","Class of 1999","0.28545454545454546"
"12:01 PM","Miracle Mile","0.2618181818181818"
"12:01 PM","Red Planet","0.2545454545454545"
"12:01 PM","Masters of the Universe","0.26090909090909087"
"12:01 PM","Highlander","0.25999999999999995"
"12:01 PM","Phantasm II","0.2618181818181818"
"12:01 PM","The Terminator","0.2581818181818182"
"12:01 PM","Johnny Mnemonic","0.2818181818181818"
"12:01 PM","Scary Movie 3","0.2518181818181818"
"12:01 PM","Evolution","0.2536363636363636"
"12:01 PM","Enemy Mine","0.2818181818181818"
"12:01 PM","Earth Girls Are Easy","0.2627272727272727"
"12:01 PM","Nightflyers","0.26740259740259736"
"12:01 PM","The Transformers: The Movie","0.25999999999999995"
"12:01 PM","Starship Troopers","0.2790909090909091"
"12:01 PM","Logan's Run","0.25090909090909086"
"12:01 PM","Dreamcatcher","0.2518181818181818"
"12:01 PM","The Man with Two Brains","0.25727272727272726"
"12:01 PM","Demolition Man","0.28363636363636363"
"12:01 PM","The Empire Strikes Back","0.2545454545454545"
"12:01 PM","Space Cowboys","0.2545454545454545"
"12:01 PM","Phantasm","0.2536363636363636"
"12:01 PM","The Truman Show","0.25636363636363635"
"12:01 PM","Final Fantasy:|The Spirits Within","0.2536363636363636"
"12:01 PM","Godsend","0.25090909090909086"
"12:01 PM","Hangar 18","0.2545454545454545"
"12:01 PM","Timecop","0.2827272727272727"
"12:01 PM","Species","0.2818181818181818"
"12:01 PM","Robot Stories","0.2518181818181818"
"12:01 PM","The Fly II","0.2627272727272727"
"12:01 PM","Monkey Shines","0.2618181818181818"
"12:01 PM","Altered States","0.2545454545454545"
"12:01 PM","Battlefield Earth","0.2545454545454545"
"12:01 PM","Memoirs of an Invisible Man","0.2618181818181818"
"12:01 PM","Flatliners","0.3318181818181818"
"12:01 PM","The Garbage Pail Kids Movie","0.26090909090909087"
"12:01 PM","Beastmaster 2:|Through the Portal of Time","0.28545454545454546"
"12:01 PM","Wild Wild West","0.2781818181818182"
"12:01 PM","Just Visiting","0.2536363636363636"
"12:01 PM","Airplane II: The Sequel","0.25636363636363635"
"12:01 PM","Waterworld","0.2818181818181818"
"12:01 PM","Ultra Warrior","0.2675324675324675"
"12:01 PM","Titan A.E.","0.2545454545454545"
"12:01 PM","Predator 2","0.2863636363636364"
"12:01 PM","Peggy Sue Got Married","0.25999999999999995"
"12:01 PM","Batman: Mask of the Phantasm","0.26090909090909087"
"12:01 PM","Innerspace","0.26090909090909087"
"12:01 PM","The Lost World: Jurassic Park","0.28"
"12:01 PM","Piranha","0.2527272727272727"
"12:01 PM","Carnosaur","0.26090909090909087"
"12:01 PM","Supernova","0.2545454545454545"
"12:01 PM","RoboCop 2","0.3090909090909091"
"12:01 PM","Eight Legged Freaks","0.2527272727272727"
"12:01 PM","Event Horizon","0.28"
"12:01 PM","Cocoon: The Return","0.2618181818181818"
"12:01 PM","The Fly","0.2827272727272727"
"12:01 PM","Déjà Vu","0.27181818181818185"
"12:01 PM","Maximum Overdrive","0.29636363636363633"
"12:01 PM","Arachnophobia","0.2627272727272727"
"12:01 PM","Star Kid","0.25636363636363635"
"12:01 PM","Radioactive Dreams","0.25909090909090904"
"12:01 PM","Impostor","0.2527272727272727"
"12:01 PM","Signs","0.2527272727272727"
"12:01 PM","Fortress","0.3027272727272727"
"12:01 PM","Night of the Creeps","0.25999999999999995"
"12:01 PM","Back to the Future Part III","0.2863636363636364"
"12:01 PM","Wild in the Streets","0.2681818181818182"
"12:01 PM","The Adjustment Bureau","0.2681818181818182"
"12:01 PM","Starchaser: The Legend of Orin","0.25909090909090904"
"12:01 PM","The Forgotten","0.25090909090909086"
"12:01 PM","Superman IV: The Quest for Peace","0.26090909090909087"
"12:01 PM","Weird Science","0.25909090909090904"
"12:01 PM","Lake Placid","0.25545454545454543"
"12:01 PM","Aliens","0.25999999999999995"
"12:01 PM","Jimmy Neutron: Boy Genius","0.2536363636363636"
