"K2 (also known as)|K2: The Ultimate High","Little Dorrit","0.30376623376623374"
"K2 (also known as)|K2: The Ultimate High","A Hatful of Rain","0.2545454545454545"
"K2 (also known as)|K2: The Ultimate High","The Three Faces of Eve","0.26853146853146853"
"K2 (also known as)|K2: The Ultimate High","Baby Doll","0.2545454545454545"
"K2 (also known as)|K2: The Ultimate High","The Snake Pit","0.2545454545454545"
"K2 (also known as)|K2: The Ultimate High","One Night Stand","0.2824242424242424"
"K2 (also known as)|K2: The Ultimate High","A World Apart","0.29377622377622375"
"K2 (also known as)|K2: The Ultimate High","The Molly Maguires","0.2867132867132867"
"K2 (also known as)|K2: The Ultimate High","The White Countess","0.25489510489510486"
"K2 (also known as)|K2: The Ultimate High","Equus","0.2516083916083916"
"K2 (also known as)|K2: The Ultimate High","Mississippi Burning","0.2518181818181818"
"K2 (also known as)|K2: The Ultimate High","Talk Radio","0.26999999999999996"
"K2 (also known as)|K2: The Ultimate High","Platoon Leader","0.2518181818181818"
"K2 (also known as)|K2: The Ultimate High","Gardens of Stone","0.2509090909090909"
"K2 (also known as)|K2: The Ultimate High","The Big Red One","0.2627272727272727"
"K2 (also known as)|K2: The Ultimate High","Safe Passage","0.27454545454545454"
"K2 (also known as)|K2: The Ultimate High","The Rescue","0.2518181818181818"
"K2 (also known as)|K2: The Ultimate High","Tarzan and the Lost City","0.2621678321678321"
"K2 (also known as)|K2: The Ultimate High","A Medal for Benny","0.25034965034965034"
"K2 (also known as)|K2: The Ultimate High","Surviving Picasso","0.26398601398601396"
"K2 (also known as)|K2: The Ultimate High","Dancing at Lughnasa","0.2977685950413223"
"K2 (also known as)|K2: The Ultimate High","Jimi: All Is by My Side","0.2636363636363636"
"K2 (also known as)|K2: The Ultimate High","Jacknife","0.2527272727272727"
"K2 (also known as)|K2: The Ultimate High","Grand Canyon","0.2643356643356643"
"K2 (also known as)|K2: The Ultimate High","Power Dive","0.29292929292929293"
"K2 (also known as)|K2: The Ultimate High","Folks!","0.2536363636363636"
"K2 (also known as)|K2: The Ultimate High","Sky Bandits","0.2863636363636364"
"K2 (also known as)|K2: The Ultimate High","Wild Is the Wind","0.26969696969696966"
"K2 (also known as)|K2: The Ultimate High","Drop Zone","0.2726223776223776"
"K2 (also known as)|K2: The Ultimate High","The Stupids","0.2919580419580419"
"K2 (also known as)|K2: The Ultimate High","Zulu","0.2601398601398601"
"K2 (also known as)|K2: The Ultimate High","Little Miss Marker","0.2515151515151515"
"K2 (also known as)|K2: The Ultimate High","Lord Jim","0.2643356643356643"
"K2 (also known as)|K2: The Ultimate High","Robin Hood: Prince of Thieves","0.27412587412587414"
"K2 (also known as)|K2: The Ultimate High","Beyond Rangoon","0.3292307692307692"
"K2 (also known as)|K2: The Ultimate High","Russkies","0.2509090909090909"
"K2 (also known as)|K2: The Ultimate High","Backdraft","0.26620046620046617"
"K2 (also known as)|K2: The Ultimate High","The Lords of Discipline","0.4197474747474748"
"K2 (also known as)|K2: The Ultimate High","The Carpetbaggers","0.26853146853146853"
"K2 (also known as)|K2: The Ultimate High","Things We Lost in the Fire","0.26797202797202796"
"K2 (also known as)|K2: The Ultimate High","Falling from Grace","0.2506060606060606"
"K2 (also known as)|K2: The Ultimate High","The General Died at Dawn","0.2515151515151515"
"K2 (also known as)|K2: The Ultimate High","Plenty","0.27706293706293705"
"K2 (also known as)|K2: The Ultimate High","North Sea Hijack","0.2739393939393939"
"K2 (also known as)|K2: The Ultimate High","The Black Orchid","0.2909090909090909"
"K2 (also known as)|K2: The Ultimate High","The Selfish Giant","0.2585858585858586"
"K2 (also known as)|K2: The Ultimate High","Matewan","0.26489510489510487"
"K2 (also known as)|K2: The Ultimate High","Tarzan's Greatest Adventure","0.32231404958677684"
"K2 (also known as)|K2: The Ultimate High","Texas Rangers","0.26198347107438014"
"K2 (also known as)|K2: The Ultimate High","Once Were Warriors","0.283986013986014"
"K2 (also known as)|K2: The Ultimate High","The Mark","0.2701298701298701"
"K2 (also known as)|K2: The Ultimate High","This Property Is Condemned","0.2867132867132867"
"K2 (also known as)|K2: The Ultimate High","The Liberation of L.B. Jones","0.2545454545454545"
"K2 (also known as)|K2: The Ultimate High","Problem Child 2","0.25034965034965034"
"K2 (also known as)|K2: The Ultimate High","North Shore","0.2509090909090909"
"K2 (also known as)|K2: The Ultimate High","Changing Lanes","0.2767132867132867"
"K2 (also known as)|K2: The Ultimate High","Plymouth Adventure","0.25034965034965034"
"K2 (also known as)|K2: The Ultimate High","The Waterdance","0.2718181818181818"
"K2 (also known as)|K2: The Ultimate High","The Giant of Marathon","0.25034965034965034"
"K2 (also known as)|K2: The Ultimate High","Hot Pursuit","0.2527738927738927"
"K2 (also known as)|K2: The Ultimate High","If I Were King","0.2528925619834711"
"K2 (also known as)|K2: The Ultimate High","Poor Cow","0.2727272727272727"
"K2 (also known as)|K2: The Ultimate High","Jesus of Montreal","0.2527272727272727"
"K2 (also known as)|K2: The Ultimate High","Little Buddha","0.2667132867132867"
"K2 (also known as)|K2: The Ultimate High","Mountains of the Moon","0.3095804195804196"
"K2 (also known as)|K2: The Ultimate High","Top Gun","0.26398601398601396"
"K2 (also known as)|K2: The Ultimate High","Hero and the Terror","0.2518181818181818"
"K2 (also known as)|K2: The Ultimate High","Bahama Passage","0.2727272727272727"
"K2 (also known as)|K2: The Ultimate High","Wind","0.2676223776223776"
"K2 (also known as)|K2: The Ultimate High","A Girl Named Tamiko","0.2892561983471075"
"K2 (also known as)|K2: The Ultimate High","Battle in Seattle","0.25398601398601395"
"K2 (also known as)|K2: The Ultimate High","The Burning Plain","0.3087878787878788"
"K2 (also known as)|K2: The Ultimate High","Silk","0.25515151515151513"
"K2 (also known as)|K2: The Ultimate High","A Handful of Dust","0.2848760330578512"
"K2 (also known as)|K2: The Ultimate High","True Colors","0.32231404958677684"
"K2 (also known as)|K2: The Ultimate High","Flight of the Intruder","0.31888111888111886"
"K2 (also known as)|K2: The Ultimate High","China","0.29292929292929293"
"K2 (also known as)|K2: The Ultimate High","American Flyers","0.26499999999999996"
"K2 (also known as)|K2: The Ultimate High","September Affair","0.25289256198347104"
"K2 (also known as)|K2: The Ultimate High","Flight","0.25034965034965034"
"K2 (also known as)|K2: The Ultimate High","The Fourth War","0.29454545454545455"
"K2 (also known as)|K2: The Ultimate High","The Imperfect Lady","0.2909090909090909"
"K2 (also known as)|K2: The Ultimate High","K2 (also known as)|K2: The Ultimate High","0.8"
"K2 (also known as)|K2: The Ultimate High","Maps to the Stars","0.2545454545454545"
"K2 (also known as)|K2: The Ultimate High","Britannia Hospital","0.2561538461538461"
"K2 (also known as)|K2: The Ultimate High","The Last American Hero","0.25636363636363635"
"K2 (also known as)|K2: The Ultimate High","The Right to Love","0.25656565656565655"
"K2 (also known as)|K2: The Ultimate High","The Devil's Hairpin","0.2727272727272727"
"K2 (also known as)|K2: The Ultimate High","King David","0.3274125874125874"
"K2 (also known as)|K2: The Ultimate High","Aces: Iron Eagle III","0.2727272727272727"
"K2 (also known as)|K2: The Ultimate High","Kansas","0.2518181818181818"
"K2 (also known as)|K2: The Ultimate High","Death Defying Acts","0.25515151515151513"
"K2 (also known as)|K2: The Ultimate High","Swing Kids","0.2667132867132867"
"K2 (also known as)|K2: The Ultimate High","84 Charing Cross Road","0.29286713286713284"
"K2 (also known as)|K2: The Ultimate High","Black Robe","0.25594405594405595"
"K2 (also known as)|K2: The Ultimate High","Emperor of the North","0.25636363636363635"
"K2 (also known as)|K2: The Ultimate High","Bringing Out the Dead","0.2752447552447552"
"K2 (also known as)|K2: The Ultimate High","Locke","0.2643356643356643"
"K2 (also known as)|K2: The Ultimate High","The Presidio","0.25368298368298364"
"K2 (also known as)|K2: The Ultimate High","Secrets & Lies","0.27377622377622374"
"K2 (also known as)|K2: The Ultimate High","The Field","0.30322314049586774"
"K2 (also known as)|K2: The Ultimate High","Mississippi Masala","0.2825174825174825"
"K2 (also known as)|K2: The Ultimate High","The Jayhawkers!","0.2909090909090909"
"K2 (also known as)|K2: The Ultimate High","The Boys Are Back","0.2877685950413223"
"K2 (also known as)|K2: The Ultimate High","Betrayed","0.2518181818181818"
"K2 (also known as)|K2: The Ultimate High","Secret Ceremony","0.2727272727272727"
"K2 (also known as)|K2: The Ultimate High","Another Woman","0.2518181818181818"
"K2 (also known as)|K2: The Ultimate High","Becket","0.2601398601398601"
"K2 (also known as)|K2: The Ultimate High","Juice","0.2555011655011655"
"K2 (also known as)|K2: The Ultimate High","The Last of the Finest","0.2718181818181818"
"K2 (also known as)|K2: The Ultimate High","The Program","0.2527272727272727"
"K2 (also known as)|K2: The Ultimate High","Circus World","0.2867132867132867"
"K2 (also known as)|K2: The Ultimate High","Rich Girl","0.2545454545454546"
"K2 (also known as)|K2: The Ultimate High","Career","0.2892561983471075"
"K2 (also known as)|K2: The Ultimate High","Five Branded Women","0.2878787878787879"
